Question_id,Question,Answer,score
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,لا يجوز للمسلم أن يُفطر في رمضان إلا بعذرمثل عندما يكون في رحلة سفر طويلة يشكو فيها من شدة التعب.,1
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,لا يجوز للمسلم أن يُفطر في نهار رمضان.,1
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,لا,1
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,لا يجوز,1
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,"الصيام في رمضان يُعد واجبًا على المسلم، ولا يجوز له الفطر في النهار إلا في حالات الضرورة الشديدة وحسب الأحكام الشرعية.",1
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,"عامةً، لا يحق للمسلم فطر نهار رمضان إلا في حالات معينة كالمرض الذي يُعرّض صحته للخطر.",1
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,"الصيام في رمضان فرض على كل مسلم، ولا يجوز له الفطر في النهار إلا بعذر شرعي مشروع.",1
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,الفطر في نهار رمضان غير جائز إلا إذا كان هناك عذر ديني مشروع يستدعي ذلك.,1
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,تجديد النية والاستعداد الروحي للمضي قدمًا في صيام رمضان جزء أساسي ولا يجوز الإفطار دون سبب ضروري.,1
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,"الاعتدال والصبر خلال ساعات الصوم يعتبر جزءًا من التزام المسلمين، والإفطار دون عذر مشروع ينقض الصيام.",1
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,الصيام في رمضان من الفرائض ولا يجوز للمسلم إفساده بالإفطار إلا في حالات الضرورة والحاجة الشديدة.,1
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,"في حالة عدم القدرة الفعلية على الصوم بسبب مرض أو ظروف خاصة، يُسمح للمسلم بالإفطار وقضاء الصيام في وقت لاحق.",1
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,"استمرار الصوم في رمضان واجب ديني، ويحظر الإفطار بغير عذر شرعي صريح مثل المرض الذي يجعل الصوم ضارًا بالصحة.",1
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,الصوم في رمضان واجب ديني ولا يُجوز للمسلم أن يُفطر في النهار إلا بعذر شرعي مثل المرض الحاد أو السفر الطويل.,1
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,"يجب على المسلم الامتناع عن الأكل والشرب والجماع خلال ساعات النهار في رمضان، إلا في حالات العذر مثل المرض الذي يمنع الصيام.",1
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,الفطر في نهار رمضان دون عذر شرعي يعد مخالفة لتعاليم الإسلام ويُفضي إلى إخلال بفريضة الصيام.,1
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,"الصيام في رمضان واجب شرعي على كل مسلم بالغ ناشئ، ولا ينبغي لأحد أن يُفطر دون عذر مشروع.",1
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,"يُعتبر الصيام في رمضان فريضة دينية، ولا يُسمح بالفطر في النهار إلا في حالات الضرورة الشرعية كالمرض الحاد أو السفر.",1
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,"الصوم في رمضان ليس واجبًا دائمًا، ويجوز للمسلم أن يُفطر في النهار إذا شعر بالجوع أو العطش بدون مشكلة.",0
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,يمكن للمسلم أن يُفطر في نهار رمضان إذا شعر بأي نوع من أنواع الإجهاد أو التعب دون مشاكل.,0
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,"في حالة الشدة البدنية أو العقلية، يجوز للمسلم أن يُفطر في رمضان دون تحمل أي عواقب.",0
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,يُمكن للمسلم أن يُفطر في نهار رمضان دون أي شروط أو قيود.,0
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,الصوم في رمضان ليس واجبًا على كل المسلمين ويُمكن الفطر في أي وقت.,0
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,من المسموح لأي مسلم أن يُفطر في نهار رمضان إذا شعر بالجوع أو العطش بشدة.,0
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,يُسمح للمسلمين بالفطر في نهار رمضان إذا كانوا مشغولين أو متعبين للغاية.,0
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,الصوم في رمضان ليس مهمًا ويمكن تجاهله دون أي مشكلة.,0
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,يجوز للمسلم أن يفطر في نهار رمضان بدون أي عذر.,0
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,الصوم في رمضان ليس فريضة ويمكن الإفطار في أي وقت.,0
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,يمكن لأي مسلم أن يُفطر في نهار رمضان إذا شعر بالجوع أو العطش بدون مشكلة.,0
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,لا يُعتبر الصيام في رمضان واجبًا ويمكن الإفطار في أي وقت يشاء المسلم.,0
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,"الصوم في رمضان ليس واجبًا دينيًا، وبالتالي يُمكن الإفطار في أي وقت من النهار.",0
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,"في حالات الجوع أو العطش الشديد، يُسمح للمسلم بالفطر في أي وقت خلال نهار رمضان.",0
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,يُعتبر الصوم في رمضان أمراً غير ضروري ويمكن للمسلمين الفطر في أي وقت دون مشكلة.,0
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,"الصيام في رمضان ليس مهمًا وليس له قيمة دينية، لذا يُمكن للمسلمين تجاهله والفطر بحرية.",0
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,"يُعتبر الصيام في رمضان قاعدة قديمة وغير مهمة، ويمكن للمسلمين تجاهلها والفطر في أي وقت.",0
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,يجوز للمسلم أن يُفطر في نهار رمضان.,0
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,الصوم في رمضان يجب أن يتم دون استثناءات ولا يمكن الفطر أبدًا حتى في الحالات الضرورية.,0
2,هل يجوز للمسلم أن يفطر في نهار الصيام بغير عذر؟,لا يجوز لأي مسلم أن يُفطر في نهار رمضان مهما كانت الظروف.,0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"نعم، يجوز للمرأة في الإسلام أن تتزوج مرة أخرى بعد الطلاق أو وفاة زوجها.",1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,الشريعة الإسلامية تمنح النساء حق الزواج مرة أخرى بعد الطلاق أو الوفاة.,1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"يجوز للمرأة في الإسلام أن تتزوج مرة أخرى، شرط أن تنتهي فترة الانتظار (العدة) وتستوفي شروط الزواج.",1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,نعم يجوز للمرأة الزواج,1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,نعم يجوز,1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,نعم لها الحق في الزواج,1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"في الإسلام، يمنح الشرع للمرأة حق الزواج مرة أخرى بعد الطلاق أو وفاة زوجها، وهذا من أجل حماية حقوقها واحتياجاتها.",1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,حق المرأة في الزواج مرة أخرى يعتمد على شروط معينة من الدين الإسلامي وتنظيماته القانونية.,1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"الإسلام يحترم حق المرأة في اختيار الزواج مرة أخرى بعد الطلاق أو وفاة زوجها، بشرط أن تتبع الإجراءات الشرعية.",1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"بموجب الشريعة الإسلامية، يُسمح للمرأة بالزواج مرة أخرى بعد الانتهاء من فترة الانتظار (العدة).",1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"نعم، الدين الإسلامي يُعطي المرأة حق الزواج مرة أخرى إذا تم الطلاق أو وفاة الزوج السابق.",1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"الشريعة الإسلامية تمنح المرأة حق الزواج مرة أخرى بعد الطلاق أو الوفاة، وهذا من حقوقها في الإسلام.",1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"بعد انقضاء فترة الانتظار (العدة)، يحق للمرأة في الإسلام أن تتزوج مرة أخرى إذا رغبت بذلك.",1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"الإسلام يرفع الحظر عن المرأة للزواج بعد الطلاق أو وفاة زوجها، وتحتفظ بحقوقها لاختيار الزواج مرة أخرى.",1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"الزواج مسموح به للمرأة بعد الطلاق أو وفاة الزوج في الإسلام، بشرط أن تكون في حالة قانونية تسمح لها بالزواج.",1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,حق المرأة في الزواج مُكرس في الإسلام وتحتفظ بالحق في الزواج بعد الطلاق أو الوفاة بموجب الشريعة الإسلامية.,1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"في الإسلام، بعد انتهاء فترة العدة بعد الطلاق أو الوفاة، يجوز للمرأة أن تختار الزواج مرة أخرى إذا رغبت.",1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,الدين الإسلامي يعطي المرأة حرية الاختيار في الزواج مرة أخرى بعد انتهاء العدة بسبب الطلاق أو الوفاة.,1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,حق المرأة في الزواج بعد الطلاق أو الوفاة هو حق شرعي مضمون في الإسلام ويمكن ممارسته بحرية.,1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,حق المرأة في الزواج مرة أخرى بعد الطلاق أو وفاة الزوج يعتبر استحقاقًا شرعيًا في الإسلام.,1
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,لا يجوز للمرأة في الإسلام أن تتزوج مرة أخرى بعد الطلاق أو وفاة الزوج.,0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,الشريعة الإسلامية تمنع المرأة من الزواج مرة أخرى بعد الطلاق أو وفاة الزوج.,0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"يعتبر الزواج الثاني للمرأة في الإسلام محرمًا تمامًا بعد الطلاق أو الوفاة، ولا يُسمح به.",0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"حسب التقاليد الدينية الإسلامية، لا يحق للمرأة الزواج مرة أخرى بعد الطلاق أو وفاة الزوج.",0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,الإسلام يمنع المرأة من الزواج مرة أخرى بعد الطلاق أو وفاة الزوج.,0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,الشريعة الإسلامية تمنع المرأة من الزواج مرة أخرى بعد الطلاق أو وفاة زوجها.,0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"في الإسلام، المرأة ليس لها الحق في الزواج مرة أخرى بعد الطلاق أو الوفاة، سواء كانت العدة انتهت أم لا.",0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,تحظر الشريعة الإسلامية على المرأة الزواج مرة أخرى بعد الطلاق أو وفاة زوجها.,0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,الزواج مرة أخرى بعد الطلاق أو الوفاة يعتبر محرمًا في الإسلام ولا يُسمح به.,0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"حسب الشريعة الإسلامية، المرأة ممنوعة من الزواج مرة أخرى بعد الطلاق أو وفاة زوجها.",0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,المرأة في الإسلام ليس لها الحق في الزواج مرة أخرى بعد الطلاق أو الوفاة.,0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"في الإسلام، يُمنع على المرأة أن تتزوج مرة أخرى بعد الطلاق أو الوفاة حتى بعد انقضاء فترة العدة.",0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"الشريعة الإسلامية تمنع المرأة من الزواج بعد الطلاق أو وفاة الزوج، وتعتبر ذلك مخالفًا للقواعد الدينية.",0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"لا يُسمح للمرأة في الإسلام بالزواج مرة أخرى بعد الطلاق أو الوفاة، ويُعتبر ذلك محظورًا شرعًا.",0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"في الدين الإسلامي، يعتبر الزواج مرة أخرى بعد الطلاق أو الوفاة غير جائز ويُعتبر معصية دينية.",0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,الشريعة الإسلامية تمنع المرأة من الزواج بعد الطلاق أو وفاة الزوج.,0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"في الإسلام، يعتبر الزواج مرة أخرى بعد الطلاق أو الوفاة خرقًا للأحكام الدينية.",0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,"لا ، لا يجوز الزواج مرة أخرى للمرأة في الإسلام
",0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,المرأة في الإسلام ليس لديها حق في الزواج مرة أخرى بعد الطلاق أو الوفاة.,0
3,هل يجوز في الإسلام أن تتزوج المرأة مرة أخرى بعد الطلاق أو وفاة الزوج؟,لا يجوز للمرأة في الإسلام الزواج مرة أخرى بعد الطلاق أو وفاة الزوج.,0
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"نعم، للمرأة المسلمة الحق الكامل في قبول أو رفض عروض الزواج دون أي إكراه.",1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"القرار في قبول أو رفض عرض الزواج يعود بالكامل للمرأة، ويجب احترام قرارها.",1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,النبي صلى الله عليه وسلم أكد على أهمية استئذان المرأة وموافقتها قبل إتمام الزواج.,1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"في بعض الحالات، يمكن أن تكون لدى المرأة مساعدة من عائلتها في اتخاذ قرار قبول أو رفض عرض الزواج.",1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"بينما يُحترم اختيار المرأة في القبول أو الرفض، قد يكون هناك تأثير من العادات والتقاليد في بعض الثقافات.",1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"على الرغم من حق المرأة في قبول أو رفض عروض الزواج، إلا أن الظروف الاجتماعية أحيانًا قد تؤثر على قرارها.",1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"الحق في قبول أو رفض عرض الزواج يعود بالكامل للمرأة في الإسلام، وهي حرة في اتخاذ القرار النهائي بشأن ذلك.",1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"في الدين الإسلامي، يحث على احترام إرادة المرأة في قبول أو رفض العروض الزواجية ولا يُفرض عليها أي قرار.",1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,النبي صلى الله عليه وسلم أكد على أهمية موافقة المرأة واحترام إرادتها قبل إتمام أي عقد زواج.,1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"في الإسلام، الحق في القبول أو الرفض متاح للمرأة ويجب أن يحترم ويُعزى إليها.",1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,المرأة في الإسلام تمتلك الحق الكامل في اختيار القبول أو الرفض لعروض الزواج ولا يُفرض عليها شيء.,1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"في الإسلام، للمرأة المسلمة الحق الكامل والشرعي في قبول أو رفض عروض الزواج بحرية تامة.",1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,قرار قبول أو رفض عرض الزواج هو حق مطلق للمرأة ويجب احترامه دون أي إكراه أو تعسف.,1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,التشريع الإسلامي يؤكد على أهمية موافقة المرأة واحترام قرارها في قبول الزواج.,1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,حق المرأة في قبول أو رفض العروض الزواجية هو حق ديني وقانوني مكفول في الإسلام.,1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,النبي محمد صلى الله عليه وسلم أكد على ضرورة استئذان المرأة وموافقتها قبل إتمام أي عقد زواج.,1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"في الإسلام، للمرأة الحق الكامل في قبول أو رفض عروض الزواج دون أي إكراه أو إجبار.",1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"القرار في قبول أو رفض عرض الزواج يعتمد بالكامل على اختيار المرأة، ويجب احترام اختيارها دون تدخل.",1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,النبي محمد صلى الله عليه وسلم أكد على ضرورة استئذان المرأة وموافقتها قبل إتمام عقد الزواج.,1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"في الإسلام، يُعتبر إجبار المرأة على الزواج دون موافقتها خرقًا لحقوقها ومبادئ الشريعة.",1
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"في الإسلام، لا يحق للمرأة الرفض أو الموافقة على عروض الزواج، بل يجب عليها الامتثال دون تملُّك للرأي الشخصي.",0
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"قرارات المرأة في الزواج ليست لها، وإنما تكون قرارات محكومة بالضغوط الاجتماعية أو العائلية دون حريتها الشخصية.",0
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"في الإسلام، المرأة ليست لها الحق في اتخاذ قرارات بشأن الزواج ويجب عليها الانصياع لقرار العائلة.",0
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,قرار المرأة في الزواج لا يعتبر مهمًا ويجب أن تقبل أي عرض دون النظر إلى رغبتها الشخصية.,0
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"في الإسلام، النساء ليس لديهن حقوق في قبول أو رفض عروض الزواج، ويجب أن يكون قرارهن مفروضًا عليهن.",0
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"المرأة المسلمة ليس لديها حق الرفض أو القبول في عروض الزواج، بل يجب عليها الامتثال لقرار العائلة.",0
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"في الثقافة الإسلامية، النساء ليس لديهن حق التأثير في قرارات الزواج ويجب أن يقرر ذلك الرجل.",0
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"في بعض الحالات، الرجل هو الذي يحدد مصير المرأة في الزواج دون النظر إلى موافقتها.",0
4,هل للمرأة المسلمة الحق في قبول أو رفض عروض الزواج؟,"القرار في الزواج يجب أن يكون بيد العائلة وليس بيد المرأة، وهي ليست حرة في اختيارها.",0
